,REP,DEM,Registerd,county_name,State,% age 25-34,% age 35-44,% age 45-54,% age 55-64,% age 65 or older,Median age ,% Bachelor's,% HS diploma,% less than HS diploma,% post grad,% college,Average HH size,Median gross rent,Median value of an owner-occupied home,Median HH income,Median owner cost burden,Median renter cost burden,% Asian,% Black,% Hispanic,% White
0,0.6466191431933006,0.35338085680669945,14449,Abbeville,SC,10.288666666000001,10.517499999999998,11.790333334,16.543666666,24.078,46.033333332,12.328666666,33.508333334,21.139999999999997,6.0758333334,27.879166668,2.5021666666,728.83333332,95739.999994,39557.233334000004,15.391666666,33.14833333399999,1.0373333334,9.1435000006,3.6174999999999997,86.37666666599999
1,0.8058775277292343,0.1941224722707657,28039,Acadia,LA,14.357708333,12.211416667000002,12.420708333,12.759249999999998,13.154,35.045833333999994,10.851541667,41.77062500000001,21.56775,3.3504999999999994,23.449791667000003,2.8277499999999995,667.325,118608.33333000001,49745.220833,12.30125,26.236250000000002,0.38738333329999997,17.377533333,2.4164333333,79.29255
2,0.5475820895522389,0.4524179104477612,16750,Accomack,VA,11.056631944583335,11.273999999708332,13.029625000416665,16.30185416666666,21.739076388749996,45.357638888749996,11.415590278208334,40.923027777916666,19.43972916666667,5.816312500125,21.2030902775,2.3733333333749997,797.65625,152720.4861125,40916.204860833335,16.405555555000003,28.705208333750004,3.3305445664166666,32.34501564,6.887462081958333,58.93240812
3,0.5202198711978283,0.47978012880217163,251238,Ada,ID,13.846993887999998,13.671396957333332,13.513508340000003,12.722109530666668,14.538925109999997,38.65110981666667,24.630827661333335,22.703758275333332,5.8292409350000005,13.087833164066666,33.881058028,2.534279513066666,1041.7575667133335,258447.73776000002,65698.62809333335,17.986236466666664,27.68355957,1.1349333333333333,0.45439999999999997,3.525525925933333,93.45569629666667
4,0.709042294603792,0.2909577053962081,4114,Adair,IA,10.295694443333334,10.963888888333331,12.862499998333334,16.609722223333332,20.438611111666667,45.236111111666666,13.764305555,41.70458333333334,6.1690277778333344,4.004444444333333,33.74444444333333,2.2698611109999995,657.5,114511.11111666665,57052.47222166666,15.975000001666666,23.056944443333332,1.8244444443333334,3.0261111111666668,9.0369444445,89.09249999999999
5,0.8394876528963766,0.16051234710362336,8666,Adair,KY,10.60720909,10.968154546,15.884418182,13.406772728000002,19.528490909999995,42.8,7.791254545399999,41.8959,22.564736364,5.709409091,22.23689091,2.4741818182,576.6754545400001,81733.0,35316.107272,15.166181818000002,28.397636364,1.5716809524,1.0789666666,1.4946523808000003,95.143104762
6,0.6330229793977813,0.3669770206022187,10096,Adair,MO,9.399428572000001,9.3964523802,14.373690476800002,11.326023807999999,17.635904762000003,40.1,13.489976192,36.72609523799999,12.558428572,10.720166666599999,26.377309523999998,2.3026666667999995,655.5166666800001,114320.0,47032.766668000004,15.044999999999998,26.294999999999998,0.10457142859999999,1.9599999999999997,2.1805714286,95.797071428
7,0.8009219245174302,0.19907807548256987,6942,Adair,OK,10.771333334,12.328833334,12.890333334,14.242,17.051833334,41.366666666,11.055166666,40.255166666,18.193833333999997,3.8795,25.541000000000004,2.7951666666,628.8,89841.666666,36973.133334,14.51,24.589999999999996,6.773730157999999,6.3708571428,17.818111112,77.615936508
8,0.4164336661911555,0.5835663338088445,227825,Adams,CO,15.980061875647058,14.239490995882353,13.073363987058821,11.541704426058823,10.296979419470588,35.091674665294114,16.623436061176474,27.803962854705883,17.01653847094118,8.01040852552941,30.54892227294118,2.90840736382353,1381.200908647059,264961.8099235294,72048.24904941175,19.55979892588235,31.704911819999992,1.6287133046470588,4.50285324117647,17.183609209235296,87.27054383529412
9,0.7214353163361662,0.2785646836638338,2118,Adams,IA,10.651875,9.78125,12.557375,17.010375000000003,21.922625,47.0,13.405125,39.685625,6.086375,3.6758750000000004,37.613875,2.191,559.4375,94506.25,51768.5125,15.02,18.69625,2.99802777775,4.01554166675,16.97961111,83.39099999999999
