ZipCode,City,State,% age 25-34,% age 35-44,% age 45-54,% age 55-64,% age 65 or older,Median age ,% Bachelor's,% HS diploma,% less than HS diploma,% post grad,% college,Average HH size,Median gross rent,Median value of an owner-occupied home,Median HH income,Median owner cost burden,Median renter cost burden,% Asian,% Black,% Hispanic,% White,Predominant race,Population,Unemployment Rate,Total population of state
00501,HOLTSVILLE,NY,14.95,11.62,22.52,13.01,10.54,38.0,16.0,37.65,7.8,8.81,34.59,2.47,1378.0,319300.0,94898.0,23.5,21.5,1.76,1.76,21.32,94.15,White,0,6.6,19324473
00601,ADJUNTAS,PR,13.98666667,10.57,10.86666667,10.59,19.08333333,36.66666667,16.39,22.97666667,26.70666667,8.616666667,25.22333333,2.673333333,514.6666667,108700.0,12740.0,15.33333333,31.86666667,1.343333333,1.333333333,98.14666667,79.6,Hispanic,18570,41.2,3722381
00602,AGUADA,PR,11.2425,12.73,13.905,14.9125,18.19,42.25,18.27,24.1025,28.165,8.7,21.0125,2.7525,482.0,110975.0,18458.5,14.925,29.875,0.25,4.3775,92.88,69.3825,Hispanic,41520,17.7,3722381
00603,AGUADILLA,PR,12.02647059,12.12647059,12.68411765,13.19882353,20.61411765,41.47058824,17.27411765,27.54588235,28.65470588,6.383529412000001,19.61588235,2.481875,418.5625,108950.0,15634.5,13.09375,32.84375,1.009411765,3.694705882,97.20823529,73.70235294,Hispanic,54689,22.5,3722381
00604,AGUADILLA,PR,8.73,17.29,14.59,12.11,12.75,38.0,39.25,14.8,11.09,16.94,19.23,2.25,751.0,154000.0,26890.0,19.9,26.8,1.0,5.28,86.37,71.95,Hispanic,0,22.5,3722381
00605,AGUADILLA,PR,16.31,10.02,12.78,9.93,18.93,36.0,14.58,29.07,29.42,3.0,20.82,2.59,406.0,107300.0,11607.0,12.9,51.0,1.97,2.79,97.57,75.76,Hispanic,0,22.5,3722381
00606,MARICAO,PR,11.36333333,13.66,12.21666667,14.03,17.37333333,41.0,12.15333333,34.59,35.96,3.743333333,13.43333333,3.453333333,349.6666667,91733.33333,15497.0,10.5,38.36666667,0.0,2.786666667,99.71333333,61.09666667,Hispanic,6615,12,3722381
00610,ANASCO,PR,11.0,12.635,13.795,12.9425,22.12,42.75,13.6,30.84,29.1325,2.9775,23.75,2.85,383.0,93450.0,18969.25,14.05,35.35,0.0,4.1425,96.0875,58.6075,Hispanic,29016,14.7,3722381
00611,ANGELES,PR,9.37,11.46,18.59,12.43,16.48,38.0,13.44,25.76,30.53,2.75,26.75,3.38,361.0,86900.0,16955.0,11.3,41.4,0.88,1.93,98.95,67.87,Hispanic,0,30.5,3722381
00612,ARECIBO,PR,11.56291667,12.50583333,13.49583333,11.72541667,20.84166667,41.75,16.21791667,29.53708333,27.47083333,5.089583333,22.25291667,2.745454545,453.9545455,95122.72727,17441.04545,14.92727273,35.46363636,0.9775,4.43125,99.44875,83.58833333,Hispanic,67010,18.8,3722381
00613,ARECIBO,PR,11.745,11.415,12.735,13.145,22.22,44.0,14.15,26.61,36.795,6.91,17.175,2.62,429.0,82200.0,11696.5,13.75,39.3,0.46,4.94,99.86,80.68,Hispanic,0,18.8,3722381
00614,ARECIBO,PR,13.53,10.22,9.5,12.84,22.95,43.0,17.84,24.68,32.04,7.19,20.08,2.55,416.0,89100.0,15740.0,17.1,27.6,0.92,2.77,99.72,86.1,Hispanic,0,18.8,3722381
00616,BAJADERO,PR,13.64,15.32,14.35,13.24,12.49,39.0,20.14,29.28,24.32,5.72,21.5,2.68,543.0,98000.0,20512.0,20.1,29.9,0.0,5.26,99.75,86.04,Hispanic,11017,16.6,3722381
00617,BARCELONETA,PR,13.128,14.094,11.914,10.88,18.546,38.6,14.206,33.92,24.904,3.098,24.144,2.994,490.4,102020.0,17074.6,17.24,32.62,0.4320000000000001,2.568,99.45,88.676,Hispanic,24597,19,3722381
00622,BOQUERON,PR,11.13,14.63,9.89,8.92,31.06,48.0,15.88,21.75,41.85,3.43,20.07,3.07,465.0,117000.0,13683.0,12.9,47.7,0.0,0.38,98.26,51.2,Hispanic,7853,14.4,3722381
00623,CABO ROJO,PR,11.295,13.686,13.101,11.986,21.19,42.7,20.742,26.516,28.539,5.51,19.011,2.991,421.4,108340.0,16692.6,16.91,34.32,0.027,3.087,99.46799999999999,45.3,Hispanic,43061,12.6,3722381
00624,PENUELAS,PR,12.09666667,12.72166667,12.68833333,11.39833333,18.74333333,40.33333333,23.75333333,31.04166667,22.01333333,5.241666667,20.36833333,2.915,484.0,91250.0,22002.16667,12.85,35.95,0.193333333,3.06,99.845,80.77333333,Hispanic,26241,22.5,3722381
00627,CAMUY,PR,12.31666667,12.69333333,14.18,11.32333333,17.93333333,38.66666667,19.19666667,27.33666667,24.98,5.5,23.73333333,2.683333333,461.3333333,104800.0,14627.0,16.8,36.8,0.0,2.176666667,98.85,79.91666667,Hispanic,35159,19.1,3722381
00631,CASTANER,PR,17.17,8.92,8.02,13.58,23.29,40.0,6.01,23.22,45.54,1.07,20.08,2.61,284.0,87100.0,8647.0,10.2,33.3,0.0,0.35,99.53,70.27,Hispanic,1852,46.1,3722381
00637,SABANA GRANDE,PR,11.605,11.585,12.00833333,12.65833333,22.18833333,42.16666667,17.135,33.45166667,28.16166667,3.333333333,19.10833333,3.026666667,469.5,94366.66667,17097.5,14.11666667,34.28333333,0.0,3.185,99.845,73.44833333,Hispanic,25287,21.4,3722381
00638,CIALES,PR,11.775,12.045,12.2075,13.4625,16.915,40.5,12.8375,30.84,35.9325,1.8425,18.9275,2.845,297.25,97375.0,12374.75,15.65,29.625,0.0,2.4125,99.0375,88.04,Hispanic,18941,20.5,3722381
00641,UTUADO,PR,13.55166667,9.556666667,11.80666667,14.97166667,20.62166667,43.5,15.54833333,33.06833333,25.735,4.01,23.05333333,2.828333333,392.1666667,94516.66667,14632.5,13.55,29.91666667,0.4866666670000001,4.223333333,99.73666667,75.78166667,Hispanic,31191,30.5,3722381
00646,DORADO,PR,12.21692308,14.23538462,13.58307692,12.39153846,16.41461538,39.84615385,20.88769231,27.08538462,22.18461538,8.393846154,21.58,3.027692308,668.4615385,142376.9231,29133.38462,17.57692308,33.63846154,0.250769231,11.73461538,98.56384615,72.31230769,Hispanic,38199,21,3722381
00647,ENSENADA,PR,10.6425,10.91,12.3425,13.2875,28.23,45.75,13.105,37.1325,32.535,1.89,16.6275,3.13,476.5,78850.0,12452.5,14.8,27.0,0.0,2.3225,100.0,76.8575,Hispanic,6172,26.8,3722381
00650,FLORIDA,PR,11.84875,12.8475,12.4625,12.0125,18.715,39.625,15.63125,33.25,26.3925,4.25375,21.35625,2.71125,477.25,93762.5,16278.0,15.1,39.2125,0.36,3.8825,99.3725,85.58875,Hispanic,14998,16.5,3722381
00652,GARROCHALES,PR,14.76,12.41,15.46,9.19,15.0,38.0,23.3,31.74,16.5,4.57,25.0,3.03,584.0,109900.0,24510.0,18.6,34.9,2.16,11.47,100.0,76.0,Hispanic,4715,12.4,3722381
00653,GUANICA,PR,10.1375,12.0925,11.3925,14.0125,20.0725,40.0,13.6275,34.4425,29.065,4.9375,17.015,3.255,391.5,93800.0,16415.5,14.925,28.7,0.0,3.235,99.83,73.2825,Hispanic,13307,33.4,3722381
00656,GUAYANILLA,PR,12.31666667,12.92,12.75,11.77,17.37333333,38.33333333,20.26,28.38333333,25.21333333,5.026666667,20.69333333,2.875,357.0,82650.0,17734.5,13.35,37.8,0.106666667,2.526666667,99.60333333,79.69,Hispanic,21481,24,3722381
00659,HATILLO,PR,12.65285714,12.52285714,14.12428571,12.51,20.10285714,42.14285714,18.62714286,22.78,28.29714286,6.54,23.64,2.763333333,443.8333333,95566.66667,18399.5,14.98333333,35.46666667,0.18,1.504285714,99.86285714,95.86714286,Hispanic,41953,9.4,3722381
00660,HORMIGUEROS,PR,9.881666667000001,11.13,12.12333333,13.16,28.33166667,47.83333333,17.75666667,29.43666667,25.72333333,4.82,22.455,2.44,479.1666667,97150.0,18718.83333,14.26666667,31.7,0.216666667,5.338333333,99.60666667,41.56833333,Hispanic,17250,23.1,3722381
00662,ISABELA,PR,12.11090909,12.93818182,13.25090909,13.63727273,19.87636364,41.81818182,13.79363636,28.28909091,31.40454545,5.401818182,21.54727273,2.793333333,484.0,105600.0,16312.88889,14.04444444,36.52222222,0.0,4.912727273,98.32363636,72.63636364,Hispanic,43282,19.7,3722381
00664,JAYUYA,PR,13.17333333,11.98666667,12.14,12.70333333,15.29333333,36.33333333,13.02333333,36.48666667,25.55,5.393333332999999,20.84666667,3.126666667,396.0,93266.66667,15373.33333,14.2,29.9,0.02,1.323333333,99.89,83.63666667,Hispanic,16784,27.1,3722381
00667,LAJAS,PR,10.694,11.294,12.792,14.152,22.142,43.6,12.81,26.242,33.38,4.332,22.558,2.952,423.4,88580.0,14513.8,14.12,29.62,0.0,1.668,99.90799999999999,46.378,Hispanic,25968,17.8,3722381
00669,LARES,PR,11.72,12.75666667,12.22666667,13.98333333,23.89666667,41.66666667,18.8,24.3,32.49333333,5.1,21.79333333,2.56,449.3333333,89300.0,13413.66667,13.7,39.46666667,0.0,0.456666667,99.80333333,72.53333333,Hispanic,29744,35.5,3722381
00670,LAS MARIAS,PR,11.245,11.37,13.255,13.8,21.055,43.5,14.51,31.385,42.565,2.77,9.31,2.73,307.5,90750.0,14398.0,10.6,43.55,0.0,0.97,99.65,60.49,Hispanic,9807,2.4,3722381
00674,MANATI,PR,12.21533333,11.704,12.74,13.868,19.82733333,41.2,16.11333333,24.50933333,31.71933333,4.769333333000001,23.378,2.747333333,500.2,106533.3333,19659.33333,15.96666667,36.8,0.017333333,3.616666667,98.23933333,87.82933333,Hispanic,44457,18.2,3722381
00676,MOCA,PR,12.91,12.09,13.82,12.55,16.21,38.66666667,16.17333333,31.92333333,29.75666667,4.766666667,17.3,2.963333333,411.0,102200.0,15847.0,16.03333333,37.2,0.38,3.783333333,99.18333333,72.17333333,Hispanic,40316,26.2,3722381
00677,RINCON,PR,10.82,12.25,14.6175,12.6325,22.395,44.25,16.715,24.635,31.8925,5.1775,22.66,2.925,448.75,115000.0,21378.0,10.775,32.575,0.14,1.535,92.225,63.71,Hispanic,15272,14.3,3722381
00678,QUEBRADILLAS,PR,11.83333333,12.25333333,13.35,13.23,18.94666667,41.0,13.14333333,28.51666667,30.79,4.183333333,23.89,2.83,475.6666667,112133.3333,15594.0,14.8,44.56666667,0.12,3.966666667,98.50333333,78.82,Hispanic,27819,13.2,3722381
00680,MAYAGUEZ,PR,10.5547619,9.371904762,10.19428571,12.67047619,25.17047619,42.28571429,16.70714286,30.50285714,29.25333333,6.066666667000001,18.37714286,2.482857143,426.1428571000001,94247.61905,14377.47619,13.93333333,40.13809524,0.021428571,3.974761905,99.67142857,40.18238095,Hispanic,58140,24.5,3722381
00681,MAYAGUEZ,PR,5.18,1.89,5.67,5.24,7.93,23.0,15.29,14.95,27.85,11.21,28.6,2.18,572.0,83200.0,2499.0,21.7,51.0,0.0,1.45,100.0,11.99,Hispanic,0,24.5,3722381
00682,MAYAGUEZ,PR,10.41642857,10.02928571,10.11785714,10.40357143,19.94428571,37.0,18.84071429,27.73285714,28.08642857,8.571428571,17.37642857,2.656428571,433.7142857,105721.4286,14299.42857,14.27142857,44.37142857,0.038571429,4.206428571,99.14142857,32.21285714,Hispanic,32615,26.9,3722381
00683,SAN GERMAN,PR,11.06714286,10.21142857,11.96714286,12.91714286,23.42714286,41.71428571,18.44714286,28.39857143,28.29714286,5.62,19.84714286,2.68,356.0,96771.42857,15483.14286,14.5,32.05714286,0.0,3.412857143,99.46857143,57.19714286,Hispanic,33772,8.5,3722381
00685,SAN SEBASTIAN,PR,11.26,12.36,12.855,12.08666667,19.215,41.16666667,15.655,24.6,36.18,3.606666667,20.04166667,2.67,408.0,104240.0,14169.4,17.2,32.5,0.158333333,2.366666667,99.48666667,73.90166667,Hispanic,42831,28.1,3722381
00687,MOROVIS,PR,13.61,12.44666667,13.03111111,13.06666667,16.05666667,39.11111111,13.64222222,26.23555556,32.83777778,3.618888889,23.34444444,2.934444444,490.3333333,104544.4444,19505.33333,15.13333333,33.66666667,0.284444444,3.442222222,98.56444444,88.83444444,Hispanic,32610,20.5,3722381
00688,SABANA HOYOS,PR,13.52,16.83,10.45,8.74,15.23,33.0,16.71,25.26,34.71,3.16,21.8,2.92,468.0,88600.0,18083.0,14.6,32.5,0.0,3.26,99.87,88.64,Hispanic,13543,12.6,3722381
00690,SAN ANTONIO,PR,8.26,11.08,12.3,17.665,26.065,46.0,12.105,35.755,30.5,6.22,14.66,2.34,530.0,111100.0,16717.0,13.5,36.0,0.0,3.8,97.655,72.08,Hispanic,6255,23.5,3722381
00692,VEGA ALTA,PR,12.78090909,12.84727273,13.56727273,11.50272727,16.84818182,38.45454545,14.36090909,26.88181818,30.56363636,5.705454545,22.91818182,3.089090909,553.9090909,115681.8182,20897.09091,16.46363636,32.50909091,0.219090909,9.559090909,98.41,80.21,Hispanic,37511,21.6,3722381
00693,VEGA BAJA,PR,12.1325,12.351875,12.676875,13.331875,19.546875,41.625,15.37375,19.708125,36.0525,5.445625,23.845,2.893333333,544.8,107766.6667,19280.2,16.63333333,31.6,0.0375,5.209375,97.21125,86.876875,Hispanic,61038,16.6,3722381
00694,VEGA BAJA,PR,12.59,16.29,12.22,12.44,15.62,36.0,22.11,16.63,23.31,4.35,32.83,3.36,501.0,113500.0,28670.0,19.9,35.3,0.0,3.17,95.72,92.35,Hispanic,328,-,3722381
00698,YAUCO,PR,10.97818182,12.25818182,13.51,14.04545455,21.49272727,42.81818182,19.79181818,31.06727273,28.29727273,5.127272727,17.34545455,3.248571429,356.4285714,97557.14286,17685.42857,14.77142857,29.61428571,0.020909091,3.463636364,99.78181818,79.35545455,Hispanic,41782,24,3722381
00703,AGUAS BUENAS,PR,11.136,11.61,13.476,13.22,19.578,42.0,14.364,29.74,33.224,2.51,21.268,2.904,445.8,107760.0,16105.8,12.16,28.78,0.192,9.218,99.10600000000001,69.47800000000001,Hispanic,28605,21.1,3722381
00704,AGUIRRE,PR,10.86666667,12.79333333,12.61666667,13.67333333,20.63,42.0,15.40333333,34.00666667,28.31,5.696666667000001,17.41333333,2.54,438.6666667,82166.66667,17970.0,14.2,27.36666667,1.003333333,27.46666667,98.90666667,56.80666667,Hispanic,8577,10.3,3722381
00705,AIBONITO,PR,13.69,11.76333333,11.97166667,14.33833333,17.60833333,39.16666667,12.475,36.43666667,24.93,4.511666667,21.45833333,2.903333333,456.3333333,100583.3333,19878.33333,13.63333333,36.55,0.0,11.19333333,99.59333333,75.53333333,Hispanic,25598,6.5,3722381
00707,MAUNABO,PR,9.78,12.7,14.7,12.695,20.56,44.0,18.555,24.625,31.08,2.635,24.0,2.935,389.5,95300.0,23147.5,12.95,25.9,0.0,61.89,98.935,33.675,Hispanic,12225,24.9,3722381
00714,ARROYO,PR,13.01,12.52,11.995,11.9175,18.3525,38.5,12.9825,41.0925,22.6725,3.21,18.7375,2.7875,458.0,84300.0,15806.0,17.7,37.6,0.225,19.95,99.885,61.265,Hispanic,19566,15.7,3722381
00715,MERCEDITA,PR,10.83666667,11.91,14.37666667,13.53333333,21.28666667,45.33333333,12.99,32.32666667,34.21,5.43,14.72,2.54,467.0,82000.0,16139.33333,16.03333333,33.23333333,0.0,9.8,99.49333333,62.39666667,Hispanic,3656,25.4,3722381
00716,PONCE,PR,11.91904762,11.57666667,11.5247619,13.18095238,21.74428571,40.71428571,20.65571429,28.45619048,23.60904762,7.761428571000001,19.58857143,2.641052632,506.7368421,98789.47368,19440.68421,15.45789474,32.28947368,0.223809524,5.206666666999999,99.28142857,79.76952381,Hispanic,33779,15.6,3722381
00717,PONCE,PR,12.217,10.023,10.543,12.097,22.303,40.1,18.513,30.227,24.825,8.702,19.188,2.561,424.2,99710.0,15341.2,13.71,40.4,0.403,4.211,98.949,77.92699999999999,Hispanic,18457,19.7,3722381
00718,NAGUABO,PR,13.355,14.0025,12.065,11.1675,16.6225,38.0,15.1325,30.835,29.2325,4.27,19.365,3.13,420.3333333,91800.0,18984.0,11.6,27.5,0.455,4.1875,99.52,63.23,Hispanic,26606,11.3,3722381
00719,NARANJITO,PR,12.97,13.58333333,11.45666667,9.993333332999999,18.73666667,39.33333333,18.93,21.18,25.14666667,9.4,26.61666667,2.956666667,558.3333332999999,113466.6667,22117.33333,14.93333333,39.76666667,0.0,9.413333332999999,99.52666667,81.38666667,Hispanic,30990,23.6,3722381
00720,OROCOVIS,PR,12.126,10.382,14.444,13.286,20.45,41.8,13.044,30.622,33.972,2.72,19.11,2.972,375.2,98300.0,15816.8,14.56,26.18,0.0,4.688,99.72200000000001,72.41,Hispanic,23129,32.4,3722381
00723,PATILLAS,PR,12.534,10.446,13.348,14.106,21.92,43.2,15.61,33.698,24.772,3.788,22.084,2.682,382.2,100940.0,18336.2,15.28,32.3,0.0,38.988,99.208,52.558,Hispanic,19277,19.8,3722381
00725,CAGUAS,PR,12.00435897,12.82025641,12.80384615,12.60307692,19.97615385,40.58974359,19.43076923,28.35641026,21.27358974,7.552307692,23.58846154,2.698888889,592.6111111,125225.0,23950.80556,16.93055556,33.22777778,0.256666667,8.811794872,99.13538462,76.16384615,Hispanic,89374,17.5,3722381
00726,CAGUAS,PR,11.455,9.715,10.29,11.91,30.175,46.0,12.78,32.415,27.35,5.835,20.06,2.33,432.0,105050.0,18369.5,17.05,31.9,0.0,10.0,98.13,72.22,Hispanic,0,17.5,3722381
00727,CAGUAS,PR,12.20708333,13.16708333,13.02166667,11.57333333,20.29916667,40.66666667,21.92541667,27.06,18.74416667,8.437916667,24.12375,2.646956522,651.0,134086.9565,27066.21739,16.99130435,33.64782609,0.35875,8.45875,99.0075,76.81791667,Hispanic,58382,12.1,3722381
00728,PONCE,PR,11.97277778,10.89388889,11.65722222,12.69166667,19.83666667,39.16666667,18.75166667,31.83,22.66,5.722222222,21.39777778,2.783125,413.5,95318.75,17263.0625,13.70625,37.1125,0.096666667,4.409444444,99.54666667,80.04444444,Hispanic,44908,14.8,3722381
00729,CANOVANAS,PR,12.85473684,14.01736842,14.35263158,12.01947368,16.45105263,39.57894737,19.38315789,28.60684211,21.09578947,7.297368421,23.99210526,3.012352941,634.5882353,121352.9412,26473.88235,18.67058824,29.77647059,0.532631579,14.45894737,98.99105263,54.34894737,Hispanic,53750,23.6,3722381
00730,PONCE,PR,12.0862963,11.47,11.26296296,12.95888889,20.37333333,40.33333333,16.15296296,32.09,27.25333333,5.67037037,18.96148148,2.67962963,435.4074074,86870.37037,15817.66667,14.44074074,35.42592593,0.027037037,5.512962963,99.39851852,77.96444444,Hispanic,35742,17.7,3722381
00731,PONCE,PR,10.41,11.445,11.51,14.195,21.005,43.5,14.83,33.74,34.355,6.745,11.32,2.975,588.0,94700.0,14957.0,14.6,44.4,0.0,0.795,100.0,81.205,Hispanic,15524,9.9,3722381
00732,PONCE,PR,12.36,14.75,9.04,18.41,19.35,38.0,4.15,44.47,22.55,2.34,25.11,2.79,434.0,41900.0,13599.0,14.4,29.4,0.0,5.4,98.0,90.3,Hispanic,0,17.7,3722381
00733,PONCE,PR,8.88,11.4,12.58,13.14,21.42,39.0,8.54,32.44,43.49,0.0,15.45,2.7,383.0,43900.0,8963.0,12.4,51.0,0.0,4.04,99.35,80.79,Hispanic,0,17.7,3722381
00735,CEIBA,PR,11.484,13.348,13.742,9.872,20.462,40.8,15.934,32.224,25.236,5.173999999999999,22.65,2.6875,538.75,95750.0,21079.5,18.6,28.95,0.39,9.488,99.098,61.56399999999999,Hispanic,13730,11.5,3722381
00736,CAYEY,PR,11.72363636,12.43272727,13.73181818,12.53636364,20.65727273,41.81818182,17.11,29.05909091,26.41636364,7.401818182,19.83636364,2.73,504.7272727,125254.5455,23099.63636,15.5,35.60909091,0.149090909,4.442727273,99.63,75.70545455,Hispanic,51532,12.4,3722381
00737,CAYEY,PR,13.15,7.67,11.19,8.01,25.89,34.0,8.6,40.68,31.45,3.2,16.35,2.92,358.0,122500.0,10156.0,12.3,33.8,0.0,3.46,100.0,81.08,Hispanic,0,12.4,3722381
00738,FAJARDO,PR,11.547,11.87,13.415,11.211,20.632,40.4,17.071,34.524,21.589,4.411,22.471,2.647,519.2,98360.0,19993.9,17.75,36.45,0.418,10.114,98.771,58.725,Hispanic,34922,27.2,3722381
00739,CIDRA,PR,13.484,12.175,13.982,12.111,15.444,38.5,17.543,28.851,23.295,6.843999999999999,22.456,2.94,487.3,120890.0,19641.7,16.74,35.85,0.035,7.185,99.35700000000001,83.365,Hispanic,39678,15.5,3722381
00740,PUERTO REAL,PR,12.75,13.245,10.115,10.895,17.87,35.5,16.375,37.915,22.14,5.04,20.475,2.57,458.5,95350.0,16655.5,14.6,34.1,0.42,14.18,98.77,52.235,Hispanic,2071,52.5,3722381
00741,PUNTA SANTIAGO,PR,18.93,9.57,17.73,11.78,15.8,41.0,10.38,27.07,21.67,1.89,39.7,3.27,561.0,83900.0,22073.0,21.4,51.0,0.0,40.33,100.0,39.55,Hispanic,4971,25,3722381
00744,RIO BLANCO,PR,16.4,9.93,10.93,14.7,24.16,43.0,7.57,30.57,45.49,2.1,12.53,3.08,368.0,91700.0,18926.0,10.4,21.4,0.39,3.09,100.0,73.51,Hispanic,0,11.3,3722381
00745,RIO GRANDE,PR,13.37428571,13.04928571,13.24785714,11.70357143,18.16785714,39.92857143,17.32285714,32.60214286,23.01571429,5.561428571,23.08571429,3.163636364,604.8181818,110836.3636,21773.0,17.01818182,31.31818182,0.356428571,13.19857143,99.47142857,53.68785714,Hispanic,55062,22.6,3722381
00751,SALINAS,PR,11.35571429,12.64571429,12.48428571,12.24,20.09142857,39.85714286,14.64285714,39.15571429,25.82142857,4.308571429,16.81285714,2.745714286,415.2857143,87314.28571,17546.28571,14.42857143,31.17142857,0.558571429,27.12857143,99.48857143,57.72,Hispanic,23129,8.8,3722381
00754,SAN LORENZO,PR,12.32222222,13.25666667,12.61666667,11.37555556,19.01222222,39.0,18.31777778,27.10555556,23.31333333,7.096666667,24.01666667,2.7575,523.75,115437.5,19866.75,16.15,39.9,0.04333333299999999,7.312222222000001,99.42222222,82.22333333,Hispanic,40828,11.7,3722381
00757,SANTA ISABEL,PR,12.58833333,14.5,12.7,10.18,16.72666667,37.66666667,16.97333333,38.05166667,21.1,6.69,17.81666667,2.906666667,452.0,91233.33333,18792.33333,16.51666667,31.0,0.1,28.42333333,99.73333333,56.13333333,Hispanic,23263,9.7,3722381
00765,VIEQUES,PR,11.715,11.895,12.29,14.95,20.965,41.5,14.46,34.585,25.91,7.105,16.795,3.5,616.0,108100.0,15664.0,11.4,37.5,1.835,9.1,95.66,53.84,Hispanic,9098,12.8,3722381
00766,VILLALBA,PR,11.9,13.512,13.168,12.216,14.616,37.2,18.55,33.058,22.946,4.694,21.942,3.034,473.2,95360.0,23184.4,13.22,30.74,0.234,4.722,99.714,55.182,Hispanic,26488,24.7,3722381
00767,YABUCOA,PR,11.466,12.598,14.372,12.438,17.84,39.0,16.738,25.054,27.616,4.88,28.034,2.932,500.4,89700.0,16321.2,16.12,42.48,0.1,49.218,99.82600000000001,44.11600000000001,Hispanic,38019,25.4,3722381
00769,COAMO,PR,12.61125,13.01,13.69125,13.235,18.655,39.625,15.13875,35.38875,26.34375,4.87625,19.0375,2.84125,473.875,86937.5,18464.5,13.6,35.05,0.0,20.29125,99.5525,67.66375,Hispanic,40248,8.1,3722381
00771,LAS PIEDRAS,PR,12.28285714,14.27428571,11.62571429,11.18142857,16.67142857,37.28571429,15.65,27.55857143,24.82714286,5.447142857,26.28857143,2.872,562.8,111420.0,19418.6,16.86,39.64,0.06428571400000001,35.09857143,99.61285714,58.09428571,Hispanic,38394,21.4,3722381
00772,LOIZA,PR,13.05,12.015,10.715,12.875,19.09,36.0,10.2,46.615,25.655,1.345,17.33,3.02,249.0,99600.0,10864.0,18.6,32.4,0.0,46.265,100.0,17.215,Hispanic,23105,30.9,3722381
00773,LUQUILLO,PR,11.6075,12.48,12.11,11.93,20.6375,39.5,13.9525,34.155,23.735,4.615,22.805,2.835,563.75,116700.0,20653.5,20.725,40.65,0.3275,8.9475,97.1525,60.515,Hispanic,20068,27.3,3722381
00775,CULEBRA,PR,20.02,7.08,12.4,12.86,21.84,39.0,11.59,32.98,33.6,3.66,18.77,2.87,497.0,113500.0,23802.0,11.5,26.3,1.0,4.95,91.57,49.73,Hispanic,1786,1.6,3722381
00777,JUNCOS,PR,13.06111111,14.87444444,12.98222222,11.33666667,15.53888889,38.22222222,16.87555556,28.17444444,24.85444444,7.27,22.33666667,3.0425,465.625,108312.5,21404.0,19.225,32.4375,0.21,7.325555556,99.26333333,61.37111111,Hispanic,40684,26.7,3722381
00778,GURABO,PR,13.523,13.2165,13.813,12.941,16.347,39.8,21.619,23.3755,22.871,8.671,24.319,2.795555556,688.1666667000001,130722.2222,26791.77778,18.65,34.38888889,0.4605,12.941,98.5185,67.243,Hispanic,45429,14.5,3722381
00780,COTO LAUREL,PR,12.25666667,11.10666667,12.50666667,13.165,19.94666667,40.16666667,21.50166667,28.57333333,23.31,8.093333333,18.145,2.57,607.4,92840.0,19883.6,16.74,28.74,0.671666667,4.358333333,98.505,77.79833333,Hispanic,13800,11.9,3722381
00782,COMERIO,PR,13.1625,12.33,11.165,12.5375,14.375,34.25,14.5875,29.0875,27.2575,6.6125,22.035,3.126666667,503.6666667,153033.3333,23358.66667,22.26666667,33.2,0.495,12.2825,98.605,71.3675,Hispanic,19304,25.3,3722381
00783,COROZAL,PR,13.976,11.742,12.462,13.444,16.928,38.4,15.01,27.178,27.962,3.904,25.648,3.042,533.2,101420.0,18175.2,19.04,35.2,0.0,5.696000000000001,99.756,79.74,Hispanic,36557,29.4,3722381
00784,GUAYAMA,PR,13.62727273,12.47363636,11.91181818,12.79,17.51909091,38.36363636,15.26,37.33727273,25.33272727,3.233636364,19.42636364,2.743,424.6,84940.0,16467.0,16.54,38.55,0.224545455,15.04545455,99.09727273,71.60909091,Hispanic,44637,7.7,3722381
00785,GUAYAMA,PR,13.45,5.51,3.85,12.82,14.93,23.0,25.0,34.22,28.17,0.66,16.74,2.75,378.0,72600.0,13353.0,10.6,51.0,0.0,10.27,99.58,87.04,Hispanic,0,7.7,3722381
00786,LA PLATA,PR,13.42,12.35,12.87,14.84,23.09,46.0,9.56,33.77,28.29,5.76,21.22,2.68,436.0,122500.0,20378.0,12.4,34.8,0.0,10.47,100.0,73.75,Hispanic,357,0,3722381
00791,HUMACAO,PR,11.67125,11.995,12.44375,14.03625,20.4425,41.375,19.375,29.31625,24.1325,6.90875,19.9575,2.87875,565.75,104437.5,21684.5,14.825,34.05,0.8775,9.785,98.71125,62.04875,Hispanic,53417,12,3722381
00792,HUMACAO,PR,9.02,9.85,12.61,9.3,24.42,40.0,13.71,27.12,34.37,6.78,18.47,2.52,308.0,89700.0,12754.0,14.2,29.3,2.17,11.01,96.95,59.2,Hispanic,0,12,3722381
00794,BARRANQUITAS,PR,13.63333333,12.24,12.45666667,11.51333333,15.81166667,37.16666667,13.09,31.86833333,30.94833333,4.236666667,20.705,3.03,430.1666667,97533.33333,14755.83333,14.85,41.43333333,0.0,5.418333333,99.99,83.71666667,Hispanic,30585,11.7,3722381
00795,JUANA DIAZ,PR,13.284,11.73666667,11.94733333,12.12866667,18.86733333,39.13333333,19.992,30.52,23.30666667,7.115333333,19.69733333,2.798666667,552.4,101660.0,21114.8,13.99333333,33.92,0.402666667,7.922000000000001,99.18466667,54.584,Hispanic,48736,22,3722381
00901,SAN JUAN,PR,12.56625,13.33,15.60625,12.4725,23.1625,43.875,18.0575,23.43,27.9825,11.93875,19.1875,2.195714286,540.5714286,215157.1429,21647.0,18.57142857,33.5,0.56625,10.95625,92.73875,73.02875,Hispanic,7080,11.5,3722381
