,REP,DEM,Registerd,county_name,State,% age 25-34,% age 35-44,% age 45-54,% age 55-64,% age 65 or older,Median age ,% Bachelor's,% HS diploma,% less than HS diploma,% post grad,% college,Average HH size,Median gross rent,Median value of an owner-occupied home,Median HH income,Median owner cost burden,Median renter cost burden,% Asian,% Black,% Hispanic,% White
218,0.7675119702074836,0.2324880297925164,5639,Bleckley,GA,13.055,13.23625,13.34,13.30625,16.73125,41.375,8.3075,41.75875,20.09375,5.13375,24.7775,2.48875,600.5,85575.0,38784.875,15.2875,28.25,0.2175,17.2675,3.8825,78.02
260,0.9091027308192458,0.09089726918075422,7690,Brantley,GA,11.283208332500001,11.8841666675,14.5784583325,14.2709583325,16.5100416675,40.4708333325,7.4792083325,44.868541667500004,15.168708332500003,5.16879166675,27.5314583325,2.7627500000000005,646.4125,93170.0,43062.1,16.0775,30.065,0.3115,23.5974166675,12.402958332499999,70.340125
278,0.6042553191489362,0.39574468085106385,7050,Brooks,GA,10.598111111,12.113999999999999,14.524222223333334,15.037777776666667,18.33566666666667,43.88888889,8.928333333333335,38.498555556666666,20.156333333333333,4.016888889,29.057444443333335,2.600555555666667,588.5555555666667,113650.0,29685.55555666667,20.2,36.105555556666665,0.34361111099999997,30.276388890000003,2.325833333333333,66.50694444333334
295,0.6788352475813754,0.3211647524186246,20983,Bryan,GA,13.741944443333333,15.017222223333334,12.832222223333332,11.915555556666666,12.072777776666667,36.166666666666664,12.496388889,35.069722223333336,14.466388890000003,6.75,30.95,2.404722222333333,1009.5833333333334,148213.8889,57131.166666666664,16.625,26.683333333333334,0.78775,12.523249999999999,4.242916666666667,83.37233333333334
308,0.6205406864895879,0.3794593135104121,29629,Bulloch,GA,14.16645238,11.66945238,12.577928572,11.989333334,13.788380952,35.630952380000004,14.086857142,30.270166668,15.081523808,10.4533571414,30.116833332,2.6725606062000002,805.83073594,125397.03464,45406.614069999996,16.612640692,30.351255412,1.1902666666,2.9437999999999995,8.787433333200001,91.16623333200002
312,0.5090017909322273,0.49099820906777264,10609,Burke,GA,11.9584166675,10.395,13.774000000000001,15.2329166675,15.4796666675,38.7,6.72558333325,36.878750000000004,23.1713333325,4.720416666749999,28.42325,2.6494999999999997,633.641666675,84975.8333325,39267.85,14.9575,31.365833332500003,0.99964285725,16.000624999,5.777410714249999,79.52622023750001
332,0.719804694192222,0.28019530580777796,11674,Butts,GA,14.530000000000001,13.587499999999999,15.035,11.705,14.067499999999999,37.25,9.58,41.265,20.625,4.0575,24.32,2.8625,899.75,132450.0,47890.0,18.075,36.675,1.1600000000000001,48.760000000000005,3.4450000000000003,46.775
349,0.423006416131989,0.576993583868011,2182,Calhoun,GA,13.5195833325,14.33375,12.929166667499999,13.023125,20.805625,42.520833332500004,6.83854166675,39.217708332499996,22.611874999999998,3.8112499999999994,27.741041667500003,2.5745833332499997,519.875,67627.0833325,34550.9375,17.5979166675,24.25,0.8697916667499999,1.9701041667499999,1.1432291667499999,95.6589583325
364,0.6568610560771815,0.3431389439228185,23218,Camden,GA,13.734066666,11.065933334,12.096333333999999,11.908066666600002,13.4362,36.753333334000004,13.7786,32.372466665999994,9.9178,8.224266666599998,35.984266666,2.6524,867.26,137796.0,52923.08,18.107999999999997,29.006,0.5123142858,40.72754285800001,8.1136571428,53.719419048
378,0.713406292749658,0.286593707250342,4386,Candler,GA,13.715,12.741666665,12.834166665000001,11.970833335,16.3275,37.416666665,10.319166665000001,36.869166665,22.985,5.1558333335,25.000833335,2.6383333335000003,666.6666666499999,89658.33335,42937.166665,18.2,25.0,1.5841666664999998,1.9633333334999998,11.4995833335,89.42375000000001
393,0.6976952005063857,0.30230479949361433,53714,Carroll,GA,12.2722601,11.684856691250001,13.32178093375,11.70190909,13.903449495,36.66155303,12.169453913375,36.25786111,17.963606061249997,7.792943182,26.62885227375,2.70291792925,813.1280303125001,125944.678025,51360.91553125,16.47376262625,27.28111111125,1.7371205357500001,18.193163690875,6.3941324405,75.331456845
